"draw","beta_0","sigma2_w","eta","rho"
164,0.0896559032211071,0.0243598670004291,0.449923662697396,0.626509111392611
165,0.0787281262707465,0.0234724404875236,0.360960113000024,0.438661458252634
166,0.0873939852746125,0.020701748089814,0.451331321007613,0.480286851292696
167,0.0740540588157945,0.0367476412684711,0.438746330443304,0.679154227286326
168,0.097938694530172,0.0267674483398937,0.524944183602136,0.469561203040595
169,0.067718034137155,0.030164350622578,0.620089260273799,0.538474699150063
170,0.0820586894093766,0.0264794353448149,0.751389531309291,0.646134965034549
171,0.085891152826556,0.0401711013769608,0.616533275064227,0.698312079557968
172,0.0911664304311294,0.0279976348919652,0.599833029575595,0.657516286907367
173,0.0932962396365427,0.0249979495498347,0.735281725496466,0.290801105526759
174,0.0778177285142904,0.0326538380668685,0.670306713251174,0.389377961692906
175,0.0824969844745059,0.0181069472488531,0.7626399322595,0.213821504621827
176,0.0941423443582202,0.0231446052853423,0.759404817668318,0.415892332412084
177,0.0790236572897447,0.0217181315400033,0.634893022496323,0.464175437567812
178,0.0897479436362967,0.0254406969957362,0.693586373433503,0.544321081622227
179,0.0685501894725071,0.0271037947200579,0.738725430620256,0.502592080177758
180,0.0783601659670213,0.0154351305482677,0.699776853872494,0.383792536218092
181,0.0857843112753913,0.0346491591336583,0.591866523433483,0.368017020800354
182,0.0973604678880635,0.0223338527760996,0.720562891034099,0.524072886600567
183,0.0704537954187117,0.0230884527651787,0.702719757505082,0.360523224655942
184,0.0860932783266803,0.0266123454618151,0.533900167085323,0.51394416074289
185,0.0875601189278128,0.0302055116818652,0.444316543682325,0.505530475469235
186,0.0906795581719586,0.0231960654782851,0.441453235377068,0.46925623424399
187,0.0827301280858233,0.0238643915318551,0.426281782167669,0.299023434594817
188,0.0931379743939167,0.0358387781170594,0.324448330479592,0.640653440731338
189,0.100650901465007,0.0250283443879593,0.248350090298976,0.362422692836966
190,0.0844578731023354,0.0265375967353701,0.247648419782674,0.307230953056779
191,0.100805404336793,0.0201086646395474,0.111621934203583,0.272116512989707
192,0.0898248017216181,0.0361577728290431,0.13791381166827,0.50683880519326
193,0.0860239436783617,0.0256303040309953,0.369040882395588,0.495436154996479
194,0.10163961145192,0.0204711672497729,0.436006801159202,0.42740383150714
195,0.0987750934014157,0.040145377909575,0.442926740246021,0.572788850221658
196,0.103274238125952,0.0496503503865638,0.433940979931547,0.743910228858871
197,0.0946473299351405,0.0223871038218034,0.437808639636835,0.610781008579546
198,0.0797068402373195,0.0329703115723684,0.445671062481396,0.581523791923023
199,0.103398575908456,0.0236188898600209,0.433563238793926,0.447669078168681
200,0.08042101953578,0.0396613769555159,0.438974849293316,0.434941419595984
201,0.0889048200453061,0.0197242754147115,0.446727838407687,0.421397878977057
202,0.0928113322531073,0.0253456414039338,0.434313650686158,0.550806406705846
203,0.105598391584647,0.0480706348889823,0.435038597928267,0.707334732563117
204,0.0819655755249826,0.0259881881227498,0.444583846474253,0.621439566061307
205,0.0955828112026306,0.0308337021619833,0.446052818842064,0.536744067740395
206,0.096618691812759,0.0431543011743881,0.447057117990475,0.664878967857997
207,0.0835092759665359,0.0310365662938186,0.445388010410939,0.488013740620155
208,0.0909502406144178,0.0386959224545123,0.314526729128635,0.455221937793968
209,0.0906211707256447,0.0353720182145999,0.439199552997506,0.60907660563827
210,0.0986561716370738,0.0611705236828657,0.433566153909535,0.771987288426041
211,0.0832430745302828,0.0357328667200485,0.447017159092147,0.378026513709316
212,0.0868380181500992,0.0309471382065274,0.435415140772535,0.610028487423203
213,0.0949668437118149,0.0380901049652486,0.440652851700673,0.638109125999688
214,0.094010454578226,0.0230231483930899,0.429282475001742,0.494551252782194
215,0.09765068401497,0.0339607868381783,0.435884256949275,0.665043480875123
216,0.0875352159023443,0.0432401904070371,0.4531190061898,0.653375298085385
217,0.0943726081432895,0.0232199031685434,0.425867291840389,0.477441768214091
218,0.0847295980029127,0.0585230523737352,0.438488837272989,0.688927669007014
219,0.0848770796328791,0.0190810765834989,0.388150154580614,0.311809506873462
220,0.0901323602220259,0.0312411048282328,0.441703697146549,0.531207495802372
221,0.095487447145404,0.0165282622012046,0.430500466861727,0.382797847595438
222,0.0944795820626208,0.0383916905134904,0.428863760195846,0.662818556257284
223,0.105053743660116,0.0680745740686674,0.443638191386735,0.862328750311035
224,0.0898515125696522,0.0439228590355046,0.434320986594477,0.714325498557528
225,0.0973960592378512,0.102319893428928,0.444456483955333,0.838486164637622
226,0.0976789109820401,0.0904618724149212,0.426089825797309,0.920188980756743
227,0.0731154812386271,0.342858216067258,0.442629749173063,0.944083344280938
228,0.0949254723629026,0.254418567103567,0.437768187937287,0.928514046792417
229,0.0983069258638444,0.0947109311272263,0.438928915741506,0.90117195274327
230,0.0953272793546354,0.17951240950708,0.442105482312477,0.921548756545159
231,0.0809643673697967,0.0476669077544826,0.44646489800802,0.686381322723616
232,0.105350447602391,0.020930163748291,0.429875715036867,0.430446156500557
233,0.0901714968526473,0.0448169161462544,0.444818048476848,0.615954895017139
234,0.0798955682404586,0.0321804476990241,0.430971377684417,0.577255615018198
235,0.0929197798956774,0.0239509641265827,0.438980071453484,0.58816822333259
236,0.0941338846188744,0.0256678693875561,0.43698628473737,0.431861146773135
237,0.0981095436027901,0.0244351932371155,0.373216230013487,0.459084915699715
238,0.0815279455606801,0.0374432477535322,0.391508084786438,0.547601085889344
239,0.0920447163570229,0.0191107293893271,0.436612181190184,0.600752423622035
240,0.0859264106266882,0.0169096576084985,0.430261339618878,0.330283129829849
241,0.0792063747791033,0.0289875865680524,0.327094953736564,0.355873485464903
242,0.0912868892490953,0.0174042119235958,0.44796946550752,0.508565153970299
243,0.0992619787697338,0.0231362195031114,0.429588678024482,0.417034762991637
244,0.0920218543678009,0.0331257493606499,0.428459529353899,0.700502645080117
245,0.087728977345565,0.0196061578449753,0.43200513158326,0.476377967610784
246,0.100049026973825,0.034523059147567,0.433019072706937,0.500383948715184
247,0.0706515511776279,0.0420205573866248,0.432950630127717,0.628130172321261
248,0.102691470397442,0.0300519288434383,0.437178598481934,0.606193655294567
249,0.0946022190238504,0.108710843894141,0.422143311655707,0.886365154777911
250,0.0973596153869198,0.0584759620230875,0.436243458547752,0.816302174249805
251,0.0947994721260675,0.0339701228301777,0.433448256057827,0.700060768875057
252,0.094350439047358,0.0203203728551896,0.432380696691674,0.430949250744105
253,0.0871257194910349,0.0167347556748136,0.516497892497912,0.367934286683042
254,0.084492133490263,0.04721865692537,0.449136668620041,0.756516924565651
255,0.0887142161249279,0.0534038891882238,0.422377827038019,0.772645670870978
256,0.0999285813092891,0.046201319434746,0.450888557263061,0.6678660729531
257,0.0921933991280382,0.0196343860027383,0.428405283280508,0.317108999727371
258,0.103055281997197,0.0311366904278793,0.441021148336886,0.644538728988355
259,0.110562096539678,0.0201171103921816,0.449552820670649,0.498110645449253
260,0.0920983421827788,0.0136092148872434,0.441923251291228,0.501863812645501
261,0.0938593951299331,0.0676063700070715,0.431471660235097,0.621128413263926
262,0.106468309556957,0.0439469659074869,0.428436368684301,0.68620580447687
263,0.0864958139999079,0.0230927605990383,0.444078015418411,0.499392962800665
264,0.101441138495711,0.0359126667161175,0.439859039899498,0.540809304432287
265,0.0704569630718896,0.0261053878830844,0.363896429353609,0.404837827313034
266,0.0918190501073297,0.0298338521126522,0.332607656410927,0.573320468637239
267,0.0918827262051687,0.0157249422729753,0.365744032775374,0.391813005969679
268,0.0972703093872785,0.0275196764420703,0.266738250431326,0.336488674810954
269,0.0896825202766588,0.0183703212213294,0.443439175442914,0.591115317730607
270,0.0879805161360471,0.055676706433467,0.445741641478579,0.67604847605061
271,0.109675418328859,0.0249573049194386,0.448306951315608,0.511658967043168
272,0.0834584223893945,0.0359964011319408,0.438737039053526,0.637119540490118
273,0.0983016176377119,0.0301925751818245,0.453260254640347,0.644507331415772
274,0.098651712526947,0.023339055215829,0.448188773886817,0.560673116674848
275,0.100855846642054,0.0226858877954308,0.308703912843782,0.372046860687978
276,0.0989825859881646,0.0564664091757453,0.359646973641704,0.803926003399137
277,0.0870809851015822,0.0558757445909251,0.422023659769814,0.706127900537403
278,0.0898154206215008,0.024954565951115,0.446300273979959,0.315080707443996
279,0.0767452493282124,0.0188924091552416,0.393197470300454,0.393350697391313
280,0.0850205039722972,0.0330482963381118,0.212641662442872,0.373062207966053
281,0.102602702338168,0.0495666178175225,0.305933588560192,0.640981521457815
282,0.0870974354870291,0.0234819592457363,0.275378926951959,0.364685904528027
283,0.0865638657292837,0.0342826637128676,0.356422860365459,0.606366162214359
284,0.091151702714299,0.0425555622722049,0.43433459346473,0.734524569810105
285,0.0961493873831916,0.0184332627082549,0.445303054310836,0.611995601065485
286,0.0990426173957962,0.0348429364090953,0.427308052651469,0.714410623341806
287,0.0932306596789141,0.0413280933234488,0.429892223186119,0.622110913729241
288,0.0982280138110331,0.042040789148974,0.427298940050279,0.681792105477952
289,0.0873625181113657,0.0317443799914706,0.43430856198357,0.614572148301448
290,0.0848797422573833,0.0321735408398234,0.464273094507824,0.406030927760731
291,0.0815893099665309,0.0228424410768089,0.450155549793377,0.433116490679854
292,0.0905174588400541,0.0403251458774544,0.44541320998928,0.737269058283845
293,0.0952299965242463,0.0219064067933071,0.43530934656345,0.476022456087985
294,0.0895947445432693,0.0516151439009713,0.430617310379388,0.640394322071886
295,0.0887330583597683,0.0469312627499402,0.441590356425707,0.654701885480037
296,0.0756560144832488,0.0228401011132469,0.449001116685589,0.430842394133282
297,0.0814853849282777,0.030689117532759,0.429925620024662,0.534689318927729
298,0.0853362606481908,0.0435409612227313,0.450418380926805,0.727982586370597
299,0.0859264271524507,0.0224776944110385,0.431090462245884,0.423778701556808
300,0.101756056225209,0.0323367047850905,0.429246680295772,0.667043204291354
301,0.0976232981640269,0.0453686389164406,0.440328782015239,0.772402357655908
302,0.0881129750587778,0.0423965496958151,0.441051141118045,0.42790396523833
303,0.10051757775953,0.0416814331103949,0.528052721936715,0.644270477184478
304,0.0842662795295326,0.0235085881814857,0.484878089705859,0.352574508603992
305,0.0886877129991072,0.0195448541729744,0.295031052536451,0.467810014236801
306,0.0874072656460902,0.0300268059992251,0.337916946009449,0.567618834579383
307,0.0939660697971073,0.0318744834294434,0.380982012551435,0.463848388231545
308,0.100256024075745,0.0326613050798296,0.448434094589763,0.611002242485447
309,0.0903552374911631,0.0304258898855772,0.439325363106687,0.524071179825398
310,0.0955051518288435,0.0505319842901051,0.44707554584166,0.632276116429025
311,0.10510516742412,0.0975416150568035,0.43415692152498,0.768212423623029
312,0.102960799214279,0.0372051590961509,0.361706513954094,0.702705358635815
313,0.09511983926456,0.0319936765122406,0.447379030130335,0.448242345927477
314,0.102841259620347,0.0123327254742369,0.449792258570628,0.357054921427412
315,0.093888044241295,0.0336946372189348,0.415846722177422,0.435907531162081
316,0.0932020439110335,0.0337601672792923,0.579183427995134,0.603218476565764
317,0.0867958374744179,0.0364349895971704,0.715087725918082,0.542352020563031
318,0.0795389985814394,0.0271601311833669,0.747080768625208,0.521877302203398
319,0.0772310612798328,0.0277398097287408,0.590394827080997,0.442287923063315
320,0.079124581974093,0.0271792892541502,0.675578367617217,0.402422524744845
321,0.0893814492735605,0.021496663482781,0.732017519041355,0.464796519362713
322,0.082302030013328,0.0278576041946476,0.752296954234246,0.583805869754478
323,0.08398603596478,0.0302224608958101,0.755661350362082,0.561538539595669
324,0.0800792860249327,0.0354285647548467,0.763031814570751,0.651703319351325
325,0.0832298981636661,0.0195559281081569,0.740146328239007,0.372832907241895
326,0.0762046000069525,0.0201217110160448,0.636759896972437,0.450495990957361
327,0.0756746839631412,0.0240825537324283,0.632311461761749,0.289781180670796
328,0.0722106498991098,0.0315855319300391,0.6720582666085,0.512966490022943
329,0.0931756146181554,0.029409202653854,0.495879713609559,0.524664922932596
330,0.0978731411091336,0.0299377723080352,0.444991205627741,0.527261322635381
331,0.0939336989255279,0.0771019356815999,0.451741928198884,0.710179155646126
332,0.0871490903749551,0.0237062947434012,0.433704127818394,0.500632156250387
333,0.0974417559907511,0.0143197519071125,0.432143019563131,0.326321834725772
334,0.0938342894968184,0.025996381755789,0.442837456879474,0.515418063637892
335,0.102826957661243,0.0348622974457073,0.426608775903802,0.627783994265215
336,0.0869304973799682,0.0238640262534147,0.435162746040727,0.705407972694
337,0.0896478871683678,0.0173118424725582,0.448179121595998,0.409661044587081
338,0.10206388152451,0.0571626030842553,0.439576630056355,0.787910835706058
339,0.0863716719352875,0.0558873433347236,0.45111671733966,0.788989799769185
340,0.0874450090219753,0.0260830064851491,0.442118788340665,0.498844847492555
341,0.0952995474984631,0.0438915727861664,0.446791600772811,0.571693690539944
342,0.0978576019475224,0.0502815423676476,0.380484666081549,0.740629573853219
343,0.0859974909561722,0.0244377247772387,0.349464537044857,0.540044125545892
344,0.105859958858982,0.0446339043305139,0.439200238350899,0.63971247686916
345,0.0934857977419324,0.0278734751514014,0.436044102814345,0.583232239214887
346,0.0992060565605642,0.027911997288052,0.444435180771333,0.59859795113289
347,0.0838844742253312,0.0317337167429239,0.446933837549396,0.612630551726583
348,0.101087211104317,0.0411026844782866,0.4503647009837,0.690182443308213
349,0.108027029999769,0.0354025890030613,0.437449489324122,0.689749912651098
350,0.108921125132896,0.0688892723607564,0.368175791423972,0.831398773336849
351,0.0896700722743252,0.216486411500327,0.436895648468973,0.944942687730197
352,0.0857027106733189,0.451839334169249,0.434578056115846,0.966055221701968
353,0.0862995702185794,0.0860321907000349,0.433166617853492,0.870685212804595
354,0.100664013783892,0.0253896123498515,0.451030654866441,0.651433422770287
355,0.0980775647934393,0.0463637905989305,0.440661178895999,0.715926076347744
356,0.0864647705921207,0.0475813207763818,0.439199858058807,0.628445067879575
357,0.0956131034699817,0.0297934473147362,0.47519188242996,0.58156822153829
358,0.0905931699411183,0.0236329804608341,0.442839709233631,0.43256293770949
359,0.1043778173129,0.0423687813333446,0.337167343699063,0.617428513705623
360,0.103041630201614,0.0205935421577019,0.363267400865847,0.377416649339658
361,0.0892872178637893,0.0246881848644842,0.437605547091883,0.58439711351233
362,0.084729726192424,0.0469378744234154,0.428690948799058,0.785087113240889
363,0.0766946537571699,0.0358758311113691,0.553256160206853,0.636715719651471
364,0.0942782326174054,0.0602791487102492,0.442210714338495,0.846852938050284
365,0.0952986111310296,0.111033021178306,0.44970564671885,0.874990737101721
366,0.105684989154963,0.0232378940449253,0.437792018461934,0.610819450725469
367,0.0844800379683163,0.0206952903570711,0.436674743666737,0.339735978961398
368,0.0834567831090383,0.0259992149877062,0.415901014432356,0.458932111893809
369,0.0946278254129616,0.0373127334295642,0.443501708339724,0.640903206045608
370,0.0835137318804407,0.0190882835609992,0.418068549971772,0.499961130655028
371,0.09794054652659,0.0203597158768109,0.435974297337697,0.532617087105536
372,0.0828322194189233,0.0256378852309697,0.256943158138913,0.486230325773329
373,0.0859832401726501,0.0215925565704725,0.386499918635339,0.408686386007976
374,0.0855073769333592,0.056013291712913,0.341932616544355,0.672205932874244
375,0.0716209046081995,0.0267094306396054,0.449922385791816,0.471141997795164
376,0.0875912166652866,0.0254574325641162,0.29799743424932,0.520972739483164
377,0.0996161355662168,0.021040038610284,0.403112054105734,0.41534939557156
378,0.0847804823150117,0.0251981528658023,0.305155593095399,0.248925785800405
379,0.0824318089027354,0.0187572552317926,0.333043862289108,0.345649143948856
380,0.0908042083491592,0.0192567462219718,0.437833407510488,0.387860527721515
381,0.0853452446745046,0.0174016845092634,0.447728446632052,0.523145473236532
382,0.0952095469062385,0.0259209231697852,0.401849134482003,0.434965951890912
383,0.0908467011907336,0.0228589239250642,0.590000144568805,0.491176459327611
384,0.0676041314094566,0.0980920098369284,0.711758138773151,0.797115524787161
385,0.0998896848043325,0.0344536429279009,0.696386621175658,0.700811651741464
386,0.0762480294681139,0.0248816996948324,0.705614102307123,0.437064614045125
387,0.0974562257552745,0.0236946764873428,0.70143387966267,0.61994289766049
388,0.0825637618604082,0.0276832525274328,0.670215396838146,0.348228332457997
389,0.0829190303569262,0.0353038106638666,0.612876346591561,0.419267222983283
390,0.0795142402004176,0.0307642794641921,0.703362389606756,0.663018200627825
391,0.0843361145207861,0.0223663708474333,0.632367248949674,0.440003010655237
