loss,val_loss,epoch,experiment,label
3.521891593933105,3.381088733673096,2,06_core_observation_only,Only core observation features
3.0847866535186768,2.654258728027344,3,06_core_observation_only,Only core observation features
2.845909357070923,2.6921887397766118,4,06_core_observation_only,Only core observation features
2.6119396686553955,2.617176055908203,5,06_core_observation_only,Only core observation features
2.3939578533172607,2.11673355102539,6,06_core_observation_only,Only core observation features
2.416545152664185,1.9090018272399905,7,06_core_observation_only,Only core observation features
2.2468972206115723,1.972890853881836,8,06_core_observation_only,Only core observation features
2.1010587215423584,2.2901222705841064,9,06_core_observation_only,Only core observation features
1.9951900243759155,1.7367347478866575,10,06_core_observation_only,Only core observation features
2.0305776596069336,1.8265684843063357,11,06_core_observation_only,Only core observation features
1.8506760597229004,2.050863742828369,12,06_core_observation_only,Only core observation features
1.8902275562286377,1.6341828107833862,13,06_core_observation_only,Only core observation features
1.8599156141281128,1.996009469032288,14,06_core_observation_only,Only core observation features
1.841983675956726,1.8188356161117556,15,06_core_observation_only,Only core observation features
1.6964383125305176,1.7818888425827026,16,06_core_observation_only,Only core observation features
1.688063144683838,1.5908931493759155,17,06_core_observation_only,Only core observation features
1.6286991834640503,1.8184553384780884,18,06_core_observation_only,Only core observation features
1.6052343845367432,1.6867201328277588,19,06_core_observation_only,Only core observation features
1.5396490097045898,1.8078629970550537,20,06_core_observation_only,Only core observation features
1.5030430555343628,1.4532041549682615,21,06_core_observation_only,Only core observation features
1.5179818868637085,1.5336105823516846,22,06_core_observation_only,Only core observation features
1.4268115758895874,1.3409605026245115,23,06_core_observation_only,Only core observation features
1.3924182653427124,1.3485333919525146,24,06_core_observation_only,Only core observation features
1.3004050254821775,1.372638702392578,25,06_core_observation_only,Only core observation features
1.307276725769043,1.3166134357452393,26,06_core_observation_only,Only core observation features
1.2896145582199097,1.2852041721343994,27,06_core_observation_only,Only core observation features
1.2616814374923706,1.2196696996688845,28,06_core_observation_only,Only core observation features
1.2303707599639893,1.121652364730835,29,06_core_observation_only,Only core observation features
1.176972270011902,1.4067010879516602,30,06_core_observation_only,Only core observation features
1.1775217056274414,1.2383440732955933,31,06_core_observation_only,Only core observation features
1.1384466886520386,1.196499586105347,32,06_core_observation_only,Only core observation features
1.1061866283416748,1.0974938869476318,33,06_core_observation_only,Only core observation features
1.0775352716445925,1.1579443216323853,34,06_core_observation_only,Only core observation features
1.057736039161682,1.0972366333007812,35,06_core_observation_only,Only core observation features
1.0466933250427246,1.071628451347351,36,06_core_observation_only,Only core observation features
1.0422229766845703,1.050869107246399,37,06_core_observation_only,Only core observation features
1.021657109260559,1.0599768161773682,38,06_core_observation_only,Only core observation features
1.003558874130249,1.0396682024002075,39,06_core_observation_only,Only core observation features
1.0009121894836426,1.0395302772521973,40,06_core_observation_only,Only core observation features
