from_index,to_index,from_id,to_id,from_name,to_name,edge_dissimilarity,risk_contrast,dissimilarity_quintile
221,229,48121,48250,"Uichang-gu, Changwon-si",Gimhae-si,0.402231777897177,0.01076649888429504,Q2
221,230,48121,48270,"Uichang-gu, Changwon-si",Miryang-si,0.4957740518267507,0.14584267565043607,Q2
221,233,48121,48730,"Uichang-gu, Changwon-si",Haman-gun,0.5331909613985835,0.15804027796748343,Q3
221,234,48121,48740,"Uichang-gu, Changwon-si",Changnyeong-gun,0.8886516023309703,0.1421551962684413,Q4
222,225,48123,48129,"Seongsan-gu, Changwon-si","Jinhae-gu, Changwon-si",0.0,0.14513643641244123,Q1
222,229,48123,48250,"Seongsan-gu, Changwon-si",Gimhae-si,0.402231777897177,0.16062258983705657,Q2
223,224,48125,48127,"Masanhappo-gu, Changwon-si","Masanhoewon-gu, Changwon-si",0.0,0.0022608136774753262,Q1
223,226,48125,48170,"Masanhappo-gu, Changwon-si",Jinju-si,1.0383192406182915,0.042339164223646364,Q4
223,233,48125,48730,"Masanhappo-gu, Changwon-si",Haman-gun,0.5331909613985835,0.06923483017360788,Q3
223,235,48125,48820,"Masanhappo-gu, Changwon-si",Goseong-gun,1.3937798815506783,0.12886584606659124,Q5
224,233,48127,48730,"Masanhoewon-gu, Changwon-si",Haman-gun,0.5331909613985835,0.06697401649613255,Q3
225,229,48129,48250,"Jinhae-gu, Changwon-si",Gimhae-si,0.402231777897177,0.015486153424615345,Q2
226,228,48170,48240,Jinju-si,Sacheon-si,1.3189460624070195,0.1348163076574993,Q4
226,232,48170,48720,Jinju-si,Uiryeong-gun,1.646344021160534,0.05366368255899534,Q5
226,233,48170,48730,Jinju-si,Haman-gun,1.5715102020168752,0.11157399439725424,Q5
226,235,48170,48820,Jinju-si,Goseong-gun,2.43209912216897,0.1712050102902376,Q5
226,236,48170,48850,Jinju-si,Hadong-gun,0.7670466462225212,0.01734310710306186,Q3
226,237,48170,48860,Jinju-si,Sancheong-gun,0.11225072871549191,0.08275624498507206,Q1
227,235,48220,48820,Tongyeong-si,Goseong-gun,0.42094023268309166,0.029839811380642622,Q2
228,235,48240,48820,Sacheon-si,Goseong-gun,1.1131530597619506,0.0363887026327383,Q4
228,236,48240,48850,Sacheon-si,Hadong-gun,0.5518994161844983,0.15215941476056116,Q3
229,230,48250,48270,Gimhae-si,Miryang-si,0.09354227392957372,0.13507617676614103,Q1
229,231,48250,48330,Gimhae-si,Yangsan-si,0.8231720105802637,0.10264815112772308,Q3
230,231,48270,48330,Miryang-si,Yangsan-si,0.72962973665069,0.2377243278938641,Q3
230,234,48270,48740,Miryang-si,Changnyeong-gun,0.3928775505042196,0.0036874793819947627,Q2
232,233,48720,48730,Uiryeong-gun,Haman-gun,0.07483381914365897,0.0579103118382589,Q1
232,237,48720,48860,Uiryeong-gun,Sancheong-gun,1.5340932924450421,0.1364199275440674,Q5
232,240,48720,48890,Uiryeong-gun,Hapcheon-gun,0.4677113696478785,0.04950901316836376,Q2
233,234,48730,48740,Haman-gun,Changnyeong-gun,0.3554606409323868,0.015885081699042125,Q2
234,240,48740,48890,Changnyeong-gun,Hapcheon-gun,0.18708454785915074,0.09153424330758053,Q1
236,237,48850,48860,Hadong-gun,Sancheong-gun,0.6547959175070293,0.0654131378820102,Q3
236,238,48850,48870,Hadong-gun,Hamyang-gun,0.6454416901140736,0.003141187372448506,Q3
237,238,48860,48870,Sancheong-gun,Hamyang-gun,1.3002376076211029,0.0685543252544587,Q4
237,239,48860,48880,Sancheong-gun,Geochang-gun,1.4592594733013833,0.04193678820932867,Q5
237,240,48860,48890,Sancheong-gun,Hapcheon-gun,2.001804662092921,0.08691091437570364,Q5
238,239,48870,48880,Hamyang-gun,Geochang-gun,0.15902186568028032,0.11049111346378737,Q1
239,240,48880,48890,Geochang-gun,Hapcheon-gun,0.5425451887915376,0.1288477025850323,Q3
