n_areas,n_edges,mean_degree,median_degree,degree_q90,median_edge_dissimilarity,scale_m,covariate_moran_i,median_log_exposure,source,application,configuration
82.0,233.0,5.682926829268292,6.0,7.0,0.9836765739938291,0.7046494741108815,-0.10071828591715691,6.088363435299712,training,,86.0
206.0,605.0,5.87378640776699,6.0,8.0,1.0337196175758083,0.6705369316541127,-0.0029677513852450726,5.583520717944036,training,,87.0
43.0,117.0,5.441860465116279,6.0,6.800000000000004,0.902396350100467,0.7681183334604298,0.12002251166361333,4.9532668650861496,training,,88.0
55.0,152.0,5.527272727272727,6.0,7.0,0.9980032500181036,0.694533991294489,0.0004278073071822001,5.426665054969448,training,,89.0
78.0,219.0,5.615384615384615,6.0,7.0,0.9658551233368716,0.7176512955330557,0.04819286291675666,4.847040925742436,training,,90.0
118.0,340.0,5.762711864406779,6.0,8.0,1.1196966449922234,0.6190490823206489,-0.10322270468897665,5.212414361653712,training,,91.0
152.0,440.0,5.7894736842105265,6.0,7.0,0.9742558150043985,0.711463221347892,-0.06135937004059455,5.5059373199324035,training,,92.0
111.0,318.0,5.72972972972973,5.0,8.0,1.0284144414955994,0.6739959617369019,-0.0300840318212654,5.582117015669371,training,,93.0
276.0,806.0,5.840579710144928,6.0,7.0,1.00179570031739,0.6919047270220281,0.004356386580650849,5.938430560888113,training,,94.0
162.0,473.0,5.839506172839506,6.0,7.0,0.8995328667152244,0.770563484901973,0.04131367276241363,5.679800798083981,training,,95.0
123.0,355.0,5.772357723577236,6.0,7.0,1.0080780035850894,0.687592803428766,0.020175802725591316,5.7449688627685065,training,,96.0
46.0,124.0,5.391304347826087,5.5,7.0,1.1445110225828605,0.605627352540209,-0.011543748430576154,5.04512669473687,training,,97.0
284.0,837.0,5.894366197183099,6.0,8.0,0.9237305965824583,0.7503780681557952,0.03859657756548398,5.358186774074885,training,,98.0
127.0,370.0,5.826771653543307,6.0,7.400000000000006,0.9628938769109843,0.7198583324505075,-0.02686990169223956,6.429777289354241,training,,99.0
99.0,284.0,5.737373737373737,6.0,7.0,0.8580365168400286,0.8078294652454459,-0.008905727671105984,5.428090488444784,training,,100.0
196.0,573.0,5.846938775510204,6.0,8.0,1.0003023383077343,0.6929376789547248,0.007964977836751043,4.847089625044996,training,,101.0
218.0,639.0,5.862385321100917,6.0,8.0,0.9050404961060833,0.7658742161728627,0.025390882150448896,5.613468690834599,training,,102.0
124.0,358.0,5.774193548387097,6.0,8.0,0.9780674755488852,0.708690553451801,-0.0461402932799431,6.005984184374864,training,,103.0
273.0,799.0,5.853479853479853,6.0,8.0,0.9874362432464217,0.7019665171303273,0.04598440134574317,5.4129725835577265,training,,104.0
74.0,208.0,5.621621621621622,5.5,7.0,0.9030885835395761,0.7675295571152234,0.09474771680060765,6.378309305041267,training,,105.0
155.0,451.0,5.819354838709677,6.0,7.599999999999994,0.9316934605257312,0.7439648445839898,-0.05085839091091915,5.20877235226495,training,,106.0
41.0,110.0,5.365853658536586,5.0,7.0,0.8434768490308633,0.8217738060699075,-0.09493479025625712,5.9905060260222,training,,107.0
265.0,776.0,5.856603773584905,6.0,8.0,0.940678463879412,0.7368587749966833,0.0018020786995354315,5.274726563792929,training,,108.0
278.0,818.0,5.884892086330935,6.0,7.300000000000011,0.9830273684238342,0.7051148348711015,-0.022906308656814162,5.236399221889597,training,,109.0
108.0,310.0,5.7407407407407405,6.0,7.299999999999997,0.8377971910003613,0.8273448371583838,0.01043919536000749,5.702765896228864,training,,110.0
68.0,192.0,5.647058823529412,6.0,7.0,0.9380362946009154,0.7389342870308047,0.0519298025508928,5.677698909126962,training,,111.0
84.0,237.0,5.642857142857143,6.0,7.0,0.9854844563986082,0.703356786664103,0.03261158263518604,6.332534521121929,training,,112.0
236.0,693.0,5.872881355932203,6.0,8.0,0.9633781410204649,0.7194964791558633,-0.040825771075272826,5.616956487229196,training,,113.0
269.0,792.0,5.888475836431227,6.0,7.0,0.9597532500113299,0.7222139446277078,-0.033570200984599514,5.500714741456053,training,,114.0
70.0,195.0,5.571428571428571,5.5,7.0,0.9084136421529707,0.7630303513685278,-0.05230596523052915,5.318470690881854,training,,115.0
275.0,801.0,5.825454545454545,6.0,8.0,0.8961367760586563,0.773483690300615,0.07046264924133719,5.5417382331873615,training,,116.0
